CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,GenderIndex,Geography_France,Geography_Germany,features_raw,features
785.0,33.0,6.0,127211.45,1.0,0.0,0.0,191961.83,0.0,1.0,0.0,0.0,"[785.0,33.0,6.0,127211.45,1.0,0.0,0.0,191961.83,1.0,0.0,0.0]","[1.379555972263845,-0.7725244019605094,0.3314955298804156,0.7340504292581322,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,1.5745123562266747,0.9978367626780669,0.0,0.0]"
621.0,30.0,2.0,101014.08,2.0,1.0,1.0,165257.31,0.0,1.0,0.0,0.0,"[621.0,30.0,2.0,101014.08,2.0,1.0,1.0,165257.31,1.0,0.0,0.0]","[-0.2864000686908465,-1.0553481999147039,-1.0488035178916386,0.3048599250808472,0.7531503687480621,0.6568705569879226,1.097616608426526,1.1112217090414296,0.9978367626780669,0.0,0.0]"
515.0,66.0,6.0,0.0,2.0,1.0,1.0,160663.11,0.0,1.0,0.0,0.0,"[515.0,66.0,6.0,0.0,2.0,1.0,1.0,160663.11,1.0,0.0,0.0]","[-1.363176534185952,2.33853737553563,0.3314955298804156,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.0315179775645689,0.9978367626780669,0.0,0.0]"
717.0,39.0,6.0,0.0,2.0,1.0,0.0,93275.61,0.0,1.0,0.0,0.0,"[717.0,39.0,6.0,0.0,2.0,1.0,0.0,93275.61,1.0,0.0,0.0]","[0.6887937113801925,-0.20687680605212053,0.3314955298804156,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.13757244185490472,0.9978367626780669,0.0,0.0]"
539.0,37.0,1.0,130922.81,2.0,0.0,0.0,2186.83,0.0,1.0,0.0,0.0,"[539.0,37.0,1.0,130922.81,2.0,0.0,0.0,2186.83,1.0,0.0,0.0]","[-1.1193780891681924,-0.3954260046882502,-1.3938782798346523,0.7948534972601267,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-1.7178509803762652,0.9978367626780669,0.0,0.0]"
762.0,35.0,9.0,0.0,2.0,1.0,1.0,43075.7,0.0,0.0,0.0,0.0,"[762.0,35.0,9.0,0.0,2.0,1.0,1.0,43075.7,0.0,0.0,0.0]","[1.145915795788492,-0.5839752033243798,1.3667198157094562,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.0084792693335891,-1.0020439117270565,0.0,0.0]"
677.0,25.0,8.0,130866.19,1.0,1.0,0.0,42410.21,0.0,1.0,0.0,0.0,"[677.0,25.0,8.0,130866.19,1.0,1.0,0.0,42410.21,1.0,0.0,0.0]","[0.28246296968392626,-1.526721196505028,1.0216450537664428,0.793925893979854,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.0200247040688064,0.9978367626780669,0.0,0.0]"
684.0,41.0,7.0,0.0,1.0,1.0,1.0,138394.37,0.0,1.0,0.0,0.0,"[684.0,41.0,7.0,0.0,1.0,1.0,1.0,138394.37,1.0,0.0,0.0]","[0.35357084948077283,-0.01832760741599087,0.6765702918234291,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.6451826692871702,0.9978367626780669,0.0,0.0]"
679.0,36.0,6.0,147733.64,1.0,0.0,1.0,172501.38,0.0,0.0,0.0,0.0,"[679.0,36.0,6.0,147733.64,1.0,0.0,1.0,172501.38,0.0,0.0,0.0]","[0.30277950676873955,-0.489700604006315,0.3314955298804156,1.0702646779755434,-0.7533367921066616,-1.522181565762243,1.097616608426526,1.236897432797379,-1.0020439117270565,0.0,0.0]"
478.0,43.0,1.0,0.0,2.0,1.0,1.0,197916.43,0.0,0.0,0.0,0.0,"[478.0,43.0,1.0,0.0,2.0,1.0,1.0,197916.43,0.0,0.0,0.0]","[-1.7390324702549982,0.17022159122013877,-1.3938782798346523,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.6778173580664109,-1.0020439117270565,0.0,0.0]"
466.0,36.0,5.0,119540.15,1.0,0.0,1.0,80603.99,0.0,1.0,0.0,0.0,"[466.0,36.0,5.0,119540.15,1.0,0.0,1.0,80603.99,1.0,0.0,0.0]","[-1.8609316927638782,-0.489700604006315,-0.01357923206259799,0.6083718166838468,-0.7533367921066616,-1.522181565762243,1.097616608426526,-0.3574094968061076,0.9978367626780669,0.0,0.0]"
686.0,41.0,4.0,129553.76,2.0,1.0,0.0,187599.8,0.0,1.0,0.0,0.0,"[686.0,41.0,4.0,129553.76,2.0,1.0,0.0,187599.8,1.0,0.0,0.0]","[0.3738873865655861,-0.01832760741599087,-0.35865399400561154,0.7724244038151009,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.4988364893044663,0.9978367626780669,0.0,0.0]"
763.0,61.0,1.0,66101.89,1.0,1.0,1.0,143981.27,0.0,1.0,0.0,0.0,"[763.0,61.0,1.0,66101.89,1.0,1.0,1.0,143981.27,1.0,0.0,0.0]","[1.1560740643308987,1.8671643789453056,-1.3938782798346523,-0.26710513965783356,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.7421085274100364,0.9978367626780669,0.0,0.0]"
757.0,49.0,2.0,0.0,2.0,0.0,0.0,164482.92,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[757.0,49.0,2.0,2.0,164482.92,1.0])","[1.0951244530764588,0.7358691871285278,-1.0488035178916386,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,1.0977869929606396,0.9978367626780669,0.0,0.0]"
665.0,25.0,5.0,153611.83,2.0,1.0,0.0,35321.65,0.0,0.0,0.0,0.0,"[665.0,25.0,5.0,153611.83,2.0,1.0,0.0,35321.65,0.0,0.0,0.0]","[0.16056374717504637,-1.526721196505028,-0.01357923206259799,1.1665668384500438,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-1.1430025201842595,-1.0020439117270565,0.0,0.0]"
732.0,43.0,6.0,0.0,2.0,1.0,0.0,65731.53,0.0,1.0,0.0,0.0,"[732.0,43.0,6.0,0.0,2.0,1.0,0.0,65731.53,1.0,0.0,0.0]","[0.8411677395162923,0.17022159122013877,0.3314955298804156,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.6154284246369273,0.9978367626780669,0.0,0.0]"
572.0,37.0,1.0,133043.66,1.0,0.0,0.0,111243.09,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[572.0,37.0,1.0,133043.66,1.0,111243.09])","[-0.7841552272687726,-0.3954260046882502,-1.3938782798346523,0.8295993011627473,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,0.17414128441645127,-1.0020439117270565,0.0,0.0]"
556.0,26.0,4.0,0.0,1.0,1.0,0.0,195167.38,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,5,7],[556.0,26.0,4.0,1.0,1.0,195167.38])","[-0.9466875239472792,-1.4324465971869633,-0.35865399400561154,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.6301247145122637,-1.0020439117270565,0.0,0.0]"
598.0,27.0,8.0,90721.52,2.0,1.0,0.0,109296.18,0.0,0.0,0.0,0.0,"[598.0,27.0,8.0,90721.52,2.0,1.0,0.0,109296.18,0.0,0.0,0.0]","[-0.5200402451661996,-1.3381719978688984,1.0216450537664428,0.13623731083846496,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.14036478538514766,-1.0020439117270565,0.0,0.0]"
677.0,27.0,2.0,0.0,2.0,1.0,1.0,20092.89,0.0,0.0,0.0,0.0,"[677.0,27.0,2.0,0.0,2.0,1.0,1.0,20092.89,0.0,0.0,0.0]","[0.28246296968392626,-1.3381719978688984,-1.0488035178916386,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.4072028157233212,-1.0020439117270565,0.0,0.0]"
607.0,61.0,2.0,164523.5,2.0,1.0,1.0,35786.76,0.0,0.0,0.0,0.0,"[607.0,61.0,2.0,164523.5,2.0,1.0,1.0,35786.76,0.0,0.0,0.0]","[-0.4286158282845397,1.8671643789453056,-1.0488035178916386,1.3453323079882518,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.1349334325199867,-1.0020439117270565,0.0,0.0]"
651.0,45.0,10.0,135923.16,1.0,1.0,0.0,18732.84,0.0,1.0,0.0,0.0,"[651.0,45.0,10.0,135923.16,1.0,1.0,0.0,18732.84,1.0,0.0,0.0]","[0.018347987581353184,0.3587707898562684,1.71179457765247,0.8767740388092551,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.4307980140157561,0.9978367626780669,0.0,0.0]"
676.0,61.0,8.0,0.0,2.0,1.0,1.0,118522.73,0.0,1.0,0.0,0.0,"[676.0,61.0,8.0,0.0,2.0,1.0,1.0,118522.73,1.0,0.0,0.0]","[0.27230470114151956,1.8671643789453056,1.0216450537664428,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,0.30043410401686343,0.9978367626780669,0.0,0.0]"
759.0,35.0,7.0,147936.42,1.0,1.0,1.0,106785.7,0.0,1.0,0.0,0.0,"[759.0,35.0,7.0,147936.42,1.0,1.0,1.0,106785.7,1.0,0.0,0.0]","[1.115440990161272,-0.5839752033243798,0.6765702918234291,1.0735868149090244,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.09681103853084684,0.9978367626780669,0.0,0.0]"
697.0,34.0,2.0,126558.92,1.0,1.0,0.0,73334.43,0.0,1.0,0.0,0.0,"[697.0,34.0,2.0,126558.92,1.0,1.0,0.0,73334.43,1.0,0.0,0.0]","[0.48562834053205933,-0.6782498026424446,-1.0488035178916386,0.7233600553888925,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-0.48352744077783893,0.9978367626780669,0.0,0.0]"
488.0,33.0,4.0,140002.35,1.0,1.0,0.0,123613.81,0.0,1.0,0.0,0.0,"[488.0,33.0,4.0,140002.35,1.0,1.0,0.0,123613.81,1.0,0.0,0.0]","[-1.6374497848309317,-0.7725244019605094,-0.35865399400561154,0.9436032515407217,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,0.3887580936662509,0.9978367626780669,0.0,0.0]"
597.0,40.0,9.0,106756.01,2.0,1.0,0.0,151167.94,0.0,1.0,0.0,0.0,"[597.0,40.0,9.0,106756.01,2.0,1.0,0.0,151167.94,1.0,0.0,0.0]","[-0.5301985137086063,-0.11260220673405569,1.3667198157094562,0.3989297432210145,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.866788431613774,0.9978367626780669,0.0,0.0]"
561.0,28.0,3.0,0.0,2.0,1.0,0.0,191387.76,0.0,1.0,0.0,0.0,"[561.0,28.0,3.0,0.0,2.0,1.0,0.0,191387.76,1.0,0.0,0.0]","[-0.8958961812352458,-1.2438973985508337,-0.7037287559486252,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.5645529462904684,0.9978367626780669,0.0,0.0]"
636.0,37.0,9.0,157098.52,1.0,1.0,1.0,153535.27,0.0,1.0,0.0,0.0,"[636.0,37.0,9.0,157098.52,1.0,1.0,1.0,153535.27,1.0,0.0,0.0]","[-0.13402604055474665,-0.3954260046882502,1.3667198157094562,1.223689146491267,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.9078587016579852,0.9978367626780669,0.0,0.0]"
762.0,29.0,10.0,115545.33,2.0,1.0,0.0,148256.43,0.0,0.0,0.0,0.0,"[762.0,29.0,10.0,115545.33,2.0,1.0,0.0,148256.43,0.0,0.0,0.0]","[1.145915795788492,-1.1496227992327688,1.71179457765247,0.542924834414348,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.8162773064489585,-1.0020439117270565,0.0,0.0]"
648.0,35.0,7.0,0.0,2.0,0.0,0.0,122899.01,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,7],[648.0,35.0,7.0,2.0,122899.01])","[-0.012126818045866784,-0.5839752033243798,0.6765702918234291,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,0.37635719094985626,-1.0020439117270565,0.0,0.0]"
850.0,35.0,3.0,162442.35,1.0,1.0,0.0,183566.78,0.0,0.0,0.0,0.0,"[850.0,35.0,3.0,162442.35,1.0,1.0,0.0,183566.78,0.0,0.0,0.0]","[2.0398434275202777,-0.5839752033243798,-0.7037287559486252,1.3112369076572814,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.4288685420838823,-1.0020439117270565,0.0,0.0]"
484.0,39.0,5.0,0.0,2.0,1.0,1.0,175224.12,0.0,1.0,0.0,0.0,"[484.0,39.0,5.0,0.0,2.0,1.0,1.0,175224.12,1.0,0.0,0.0]","[-1.6780828590005583,-0.20687680605212053,-0.01357923206259799,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.284133630142141,0.9978367626780669,0.0,0.0]"
508.0,28.0,0.0,96213.82,2.0,1.0,0.0,147913.56,0.0,0.0,0.0,0.0,"(11,[0,1,3,4,5,7],[508.0,28.0,96213.82,2.0,1.0,147913.56])","[-1.4342844139827986,-1.2438973985508337,-1.7389530417776657,0.22621745029875825,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.8103289327578979,-1.0020439117270565,0.0,0.0]"
484.0,36.0,8.0,0.0,2.0,1.0,0.0,186136.48,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,5,7],[484.0,36.0,8.0,2.0,1.0,186136.48])","[-1.6780828590005583,-0.489700604006315,1.0216450537664428,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.4734496832566848,-1.0020439117270565,0.0,0.0]"
701.0,35.0,9.0,0.0,2.0,0.0,0.0,170996.86,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[701.0,35.0,9.0,2.0,170996.86,1.0])","[0.526261414701686,-0.5839752033243798,1.3667198157094562,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,1.210795857314908,0.9978367626780669,0.0,0.0]"
651.0,26.0,5.0,147037.32,1.0,0.0,0.0,141763.26,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[651.0,26.0,5.0,147037.32,1.0,141763.26])","[0.018347987581353184,-1.4324465971869633,-0.01357923206259799,1.0588568942221082,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,0.703628776103391,-1.0020439117270565,0.0,0.0]"
717.0,25.0,7.0,108664.85,2.0,1.0,0.0,190011.85,0.0,1.0,0.0,0.0,"[717.0,25.0,7.0,108664.85,2.0,1.0,0.0,190011.85,1.0,0.0,0.0]","[0.6887937113801925,-1.526721196505028,0.6765702918234291,0.4302021954554859,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.5406825964632238,0.9978367626780669,0.0,0.0]"
794.0,38.0,9.0,179581.31,1.0,1.0,0.0,23596.24,0.0,0.0,0.0,0.0,"[794.0,38.0,9.0,179581.31,1.0,1.0,0.0,23596.24,0.0,0.0,0.0]","[1.4709803891455049,-0.30115140537018537,1.3667198157094562,1.5920238295305196,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.3464239929316577,-1.0020439117270565,0.0,0.0]"
824.0,45.0,3.0,129209.48,1.0,0.0,0.0,60151.77,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[824.0,45.0,3.0,129209.48,1.0,60151.77])","[1.7757284454177047,0.3587707898562684,-0.7037287559486252,0.7667840778290131,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-0.7122304125228112,-1.0020439117270565,0.0,0.0]"
518.0,41.0,5.0,110624.99,1.0,1.0,0.0,89327.67,0.0,1.0,0.0,0.0,"[518.0,41.0,5.0,110624.99,1.0,1.0,0.0,89327.67,1.0,0.0,0.0]","[-1.3327017285587321,-0.01832760741599087,-0.01357923206259799,0.46231509361503637,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-0.20606435549531163,0.9978367626780669,0.0,0.0]"
701.0,32.0,5.0,102500.34,1.0,0.0,0.0,106287.77,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[701.0,32.0,5.0,102500.34,1.0,106287.77])","[0.526261414701686,-0.8667990012785743,-0.01357923206259799,0.3292092654435832,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,0.08817256414699924,-1.0020439117270565,0.0,0.0]"
557.0,48.0,10.0,0.0,2.0,1.0,1.0,185094.48,0.0,0.0,0.0,0.0,"[557.0,48.0,10.0,0.0,2.0,1.0,1.0,185094.48,0.0,0.0,0.0]","[-0.9365292554048724,0.6415945878104629,1.71179457765247,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.4553722621172287,-1.0020439117270565,0.0,0.0]"
479.0,35.0,2.0,113090.4,1.0,1.0,0.0,195649.79,0.0,1.0,0.0,0.0,"[479.0,35.0,2.0,113090.4,1.0,1.0,0.0,195649.79,1.0,0.0,0.0]","[-1.7288742017125915,-0.5839752033243798,-1.0488035178916386,0.5027058107329653,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.6384939359440152,0.9978367626780669,0.0,0.0]"
616.0,31.0,3.0,94263.91,2.0,1.0,0.0,168895.06,0.0,0.0,0.0,0.0,"[616.0,31.0,3.0,94263.91,2.0,1.0,0.0,168895.06,0.0,0.0,0.0]","[-0.3371914114028798,-0.9610736005966392,-0.7037287559486252,0.1942721498353785,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.1743322068821744,-1.0020439117270565,0.0,0.0]"
639.0,29.0,4.0,133434.57,2.0,1.0,0.0,97983.44,0.0,0.0,0.0,0.0,"[639.0,29.0,4.0,133434.57,2.0,1.0,0.0,97983.44,0.0,0.0,0.0]","[-0.10355123492752669,-1.1496227992327688,-0.35865399400561154,0.8360035646436976,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.05589736933766365,-1.0020439117270565,0.0,0.0]"
815.0,39.0,6.0,0.0,1.0,1.0,1.0,85167.88,0.0,1.0,0.0,0.0,"[815.0,39.0,6.0,0.0,1.0,1.0,1.0,85167.88,1.0,0.0,0.0]","[1.6843040285360447,-0.20687680605212053,0.3314955298804156,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,1.097616608426526,-0.2782316066293784,0.9978367626780669,0.0,0.0]"
786.0,31.0,9.0,0.0,2.0,1.0,1.0,18210.36,0.0,0.0,0.0,0.0,"[786.0,31.0,9.0,0.0,2.0,1.0,1.0,18210.36,0.0,0.0,0.0]","[1.3897142408062517,-0.9610736005966392,1.3667198157094562,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.4398624007690601,-1.0020439117270565,0.0,0.0]"
624.0,26.0,9.0,74681.9,2.0,0.0,0.0,31231.35,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[624.0,26.0,9.0,74681.9,2.0,31231.35])","[-0.2559252630636265,-1.4324465971869633,1.3667198157094562,-0.12653916613659283,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-1.2139642051043336,-1.0020439117270565,0.0,0.0]"
676.0,30.0,1.0,128207.23,1.0,1.0,1.0,55400.17,0.0,0.0,0.0,0.0,"[676.0,30.0,1.0,128207.23,1.0,1.0,1.0,55400.17,0.0,0.0,0.0]","[0.27230470114151956,-1.0553481999147039,-1.3938782798346523,0.7503642546631121,-0.7533367921066616,0.6568705569879226,1.097616608426526,-0.7946648408205454,-1.0020439117270565,0.0,0.0]"
732.0,40.0,10.0,0.0,2.0,1.0,0.0,154189.08,0.0,1.0,0.0,0.0,"[732.0,40.0,10.0,0.0,2.0,1.0,0.0,154189.08,1.0,0.0,0.0]","[0.8411677395162923,-0.11260220673405569,1.71179457765247,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.919201502728223,0.9978367626780669,0.0,0.0]"
623.0,27.0,4.0,120509.81,1.0,0.0,0.0,142170.44,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[623.0,27.0,4.0,120509.81,1.0,142170.44])","[-0.2660835316060332,-1.3381719978688984,-0.35865399400561154,0.6242577191343808,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,0.710692849365928,-1.0020439117270565,0.0,0.0]"
655.0,35.0,1.0,82231.51,2.0,1.0,0.0,88798.02,0.0,1.0,0.0,0.0,"[655.0,35.0,1.0,82231.51,2.0,1.0,0.0,88798.02,1.0,0.0,0.0]","[0.05898106175097981,-0.5839752033243798,-1.3938782798346523,-0.0028541961475491433,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.21525313294877876,0.9978367626780669,0.0,0.0]"
602.0,32.0,7.0,184715.86,2.0,1.0,0.0,113781.99,0.0,0.0,0.0,0.0,"[602.0,32.0,7.0,184715.86,2.0,1.0,0.0,113781.99,0.0,0.0,0.0]","[-0.47940717099657293,-0.8667990012785743,0.6765702918234291,1.6761429645132861,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.21818808339050597,-1.0020439117270565,0.0,0.0]"
850.0,31.0,3.0,0.0,2.0,1.0,0.0,121866.87,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,5,7],[850.0,31.0,3.0,2.0,1.0,121866.87])","[2.0398434275202777,-0.9610736005966392,-0.7037287559486252,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.35845082870909034,-1.0020439117270565,0.0,0.0]"
543.0,43.0,9.0,0.0,2.0,1.0,1.0,78858.07,0.0,0.0,0.0,0.0,"[543.0,43.0,9.0,0.0,2.0,1.0,1.0,78858.07,0.0,0.0,0.0]","[-1.0787450149985656,0.17022159122013877,1.3667198157094562,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-0.38769906601512777,-1.0020439117270565,0.0,0.0]"
600.0,27.0,3.0,0.0,2.0,0.0,1.0,125698.97,0.0,1.0,0.0,0.0,"[600.0,27.0,3.0,0.0,2.0,0.0,1.0,125698.97,1.0,0.0,0.0]","[-0.4997237080813863,-1.3381719978688984,-0.7037287559486252,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,0.42493306052147944,0.9978367626780669,0.0,0.0]"
671.0,34.0,10.0,0.0,1.0,1.0,0.0,23235.38,0.0,1.0,0.0,0.0,"[671.0,34.0,10.0,0.0,1.0,1.0,0.0,23235.38,1.0,0.0,0.0]","[0.2215133584294863,-0.6782498026424446,1.71179457765247,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.3526844710433508,0.9978367626780669,0.0,0.0]"
541.0,51.0,7.0,90373.28,2.0,1.0,0.0,179861.79,0.0,0.0,0.0,0.0,"[541.0,51.0,7.0,90373.28,2.0,1.0,0.0,179861.79,0.0,0.0,0.0]","[-1.0990615520833789,0.9244183857646574,0.6765702918234291,0.13053210832482715,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.3645915127676893,-1.0020439117270565,0.0,0.0]"
630.0,30.0,3.0,0.0,2.0,0.0,1.0,10486.69,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,6,7],[630.0,30.0,3.0,2.0,1.0,10486.69])","[-0.19497565180918658,-1.0553481999147039,-0.7037287559486252,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,-1.5738585959055114,-1.0020439117270565,0.0,0.0]"
531.0,31.0,3.0,96288.26,1.0,1.0,0.0,56794.73,0.0,0.0,0.0,0.0,"[531.0,31.0,3.0,96288.26,1.0,1.0,0.0,56794.73,0.0,0.0,0.0]","[-1.2006442375074455,-0.9610736005966392,-0.7037287559486252,0.2274369979530057,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-0.7704709363826954,-1.0020439117270565,0.0,0.0]"
641.0,26.0,4.0,91547.84,2.0,0.0,1.0,28157.34,0.0,1.0,0.0,0.0,"[641.0,26.0,4.0,91547.84,2.0,0.0,1.0,28157.34,1.0,0.0,0.0]","[-0.08323469784271338,-1.4324465971869633,-0.35865399400561154,0.14977487958722757,0.7531503687480621,-1.522181565762243,1.097616608426526,-1.2672945058307243,0.9978367626780669,0.0,0.0]"
685.0,35.0,9.0,0.0,1.0,1.0,0.0,167033.83,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,5,7],[685.0,35.0,9.0,1.0,1.0,167033.83])","[0.3637291180231795,-0.5839752033243798,1.3667198157094562,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.14204215069466,-1.0020439117270565,0.0,0.0]"
653.0,55.0,7.0,0.0,2.0,1.0,1.0,41967.03,0.0,0.0,0.0,0.0,"[653.0,55.0,7.0,0.0,2.0,1.0,1.0,41967.03,0.0,0.0,0.0]","[0.038664524666166496,1.3015167830369168,0.6765702918234291,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.027713333148062,-1.0020439117270565,0.0,0.0]"
549.0,31.0,9.0,135020.21,2.0,1.0,1.0,23343.18,0.0,1.0,0.0,0.0,"[549.0,31.0,9.0,135020.21,2.0,1.0,1.0,23343.18,1.0,0.0,0.0]","[-1.0177954037441257,-0.9610736005966392,1.3667198157094562,0.861981043720554,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.3508142733477333,0.9978367626780669,0.0,0.0]"
850.0,46.0,9.0,117640.39,1.0,1.0,0.0,88920.68,0.0,0.0,0.0,0.0,"[850.0,46.0,9.0,117640.39,1.0,1.0,0.0,88920.68,0.0,0.0,0.0]","[2.0398434275202777,0.45304538917433324,1.3667198157094562,0.5772481217398185,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-0.2131251324910384,-1.0020439117270565,0.0,0.0]"
746.0,29.0,4.0,105599.67,1.0,1.0,1.0,43106.17,0.0,1.0,0.0,0.0,"[746.0,29.0,4.0,105599.67,1.0,1.0,1.0,43106.17,1.0,0.0,0.0]","[0.9833834991099855,-1.1496227992327688,-0.35865399400561154,0.37998546951719003,-0.7533367921066616,0.6568705569879226,1.097616608426526,-1.0079506522298278,0.9978367626780669,0.0,0.0]"
793.0,41.0,3.0,141806.46,1.0,1.0,0.0,102921.17,0.0,1.0,0.0,0.0,"[793.0,41.0,3.0,141806.46,1.0,1.0,0.0,102921.17,1.0,0.0,0.0]","[1.4608221206030982,-0.01832760741599087,-0.7037287559486252,0.9731599162170336,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,0.029766186020230817,0.9978367626780669,0.0,0.0]"
759.0,74.0,6.0,128917.84,1.0,1.0,1.0,48244.64,0.0,1.0,0.0,0.0,"[759.0,74.0,6.0,128917.84,1.0,1.0,1.0,48244.64,1.0,0.0,0.0]","[1.115440990161272,3.0927341700801483,0.3314955298804156,0.7620061509364181,-0.7533367921066616,0.6568705569879226,1.097616608426526,-0.9188045042428215,0.9978367626780669,0.0,0.0]"
701.0,59.0,7.0,0.0,2.0,0.0,1.0,27597.59,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,6,7],[701.0,59.0,7.0,2.0,1.0,27597.59])","[0.526261414701686,1.678615180309176,0.6765702918234291,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,-1.2770054813420588,-1.0020439117270565,0.0,0.0]"
735.0,29.0,10.0,0.0,2.0,1.0,1.0,95025.27,0.0,0.0,0.0,0.0,"[735.0,29.0,10.0,0.0,2.0,1.0,1.0,95025.27,0.0,0.0,0.0]","[0.8716425451435122,-1.1496227992327688,1.71179457765247,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-0.10721798823603654,-1.0020439117270565,0.0,0.0]"
680.0,34.0,1.0,0.0,2.0,1.0,0.0,167035.07,0.0,1.0,0.0,0.0,"[680.0,34.0,1.0,0.0,2.0,1.0,0.0,167035.07,1.0,0.0,0.0]","[0.3129377753111462,-0.6782498026424446,-1.3938782798346523,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.1420636631727918,0.9978367626780669,0.0,0.0]"
